session_id,timestamp,satellite_id,ground_station_id,direction,protocol,packet_size_bytes,data_type,encryption_status,link_quality_pct,bit_error_rate,latency_ms,anomaly_flag
SESS-000499,2026-01-22 14:15:30,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,3537,COMMAND,AES-256,92.26,7.44e-09,250,NONE
SESS-000500,2026-01-22 14:18:06,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,4058,TELEMETRY,NONE,96.3,2.116e-09,246,NONE
SESS-000501,2026-01-22 14:20:53,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,924,PAYLOAD_DATA,AES-256,95.44,7.341e-09,274,NONE
SESS-000502,2026-01-22 14:23:35,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,3863,COMMAND,NONE,95.99,8.666e-09,273,NONE
SESS-000503,2026-01-22 14:25:40,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,1147,TELEMETRY,AES-128,92.55,6.07e-09,241,NONE
SESS-000504,2026-01-22 14:28:35,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3108,TELEMETRY,AES-256,93.35,5.488e-09,261,NONE
SESS-000505,2026-01-22 14:30:05,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1716,HOUSEKEEPING,AES-128,93.83,9.308e-09,257,NONE
SESS-000506,2026-01-22 14:31:37,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,680,HOUSEKEEPING,AES-256,98.03,3.334e-09,266,NONE
SESS-000507,2026-01-22 14:33:35,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1856,COMMAND,AES-256,94.86,2.554e-09,266,NONE
SESS-000508,2026-01-22 14:34:09,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3924,PAYLOAD_DATA,AES-256,95.96,3.364e-09,257,NONE
SESS-000509,2026-01-22 14:36:17,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3252,COMMAND,AES-256,93.04,3.293e-09,249,NONE
SESS-000510,2026-01-22 14:37:07,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1924,TELEMETRY,AES-256,98.5,7.353e-09,277,NONE
SESS-000511,2026-01-22 14:39:16,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,3699,COMMAND,AES-256,96.11,2.99e-09,269,NONE
SESS-000512,2026-01-22 14:40:04,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2928,HOUSEKEEPING,AES-256,99.03,9.392e-09,244,NONE
SESS-000513,2026-01-22 14:41:42,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,1833,COMMAND,AES-128,98.15,3.831e-09,255,NONE
SESS-000514,2026-01-22 14:44:23,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,701,HOUSEKEEPING,AES-256,95.36,7.507e-09,241,NONE
SESS-000515,2026-01-22 14:45:27,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,3364,PAYLOAD_DATA,AES-128,96.68,8.803e-09,271,NONE
SESS-000516,2026-01-22 14:46:55,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,926,PAYLOAD_DATA,AES-256,92.39,3.937e-09,265,NONE
SESS-000517,2026-01-22 14:48:06,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2595,PAYLOAD_DATA,AES-256,96.55,9.643e-09,277,NONE
SESS-000518,2026-01-22 14:50:42,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,672,HOUSEKEEPING,AES-256,97.07,6.577e-09,267,NONE
SESS-000519,2026-01-22 14:52:52,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,2333,PAYLOAD_DATA,AES-256,93.29,7.16e-10,272,NONE
SESS-000520,2026-01-22 14:54:47,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3117,TELEMETRY,NONE,97.78,7.44e-09,258,NONE
SESS-000521,2026-01-22 14:56:05,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3709,TELEMETRY,AES-256,92.74,2.317e-09,240,NONE
SESS-000522,2026-01-22 14:57:15,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,924,COMMAND,AES-256,98.93,4.456e-09,261,NONE
SESS-000523,2026-01-22 14:59:01,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,3987,PAYLOAD_DATA,NONE,96.59,3.953e-09,252,NONE
SESS-000524,2026-01-22 15:01:15,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,2281,HOUSEKEEPING,AES-256,97.67,4.088e-09,262,NONE
SESS-000525,2026-01-22 15:02:33,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,530,TELEMETRY,AES-256,92.04,2.267e-09,276,NONE
SESS-000526,2026-01-22 15:04:13,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,3767,HOUSEKEEPING,AES-256,95.27,4.146e-09,275,NONE
SESS-000527,2026-01-22 15:06:06,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,646,PAYLOAD_DATA,AES-256,92.02,8.855e-09,279,NONE
SESS-000528,2026-01-22 15:07:39,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,3414,HOUSEKEEPING,AES-256,98.02,5.98e-10,264,NONE
SESS-000529,2026-01-22 15:08:42,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,3491,HOUSEKEEPING,AES-256,92.25,3.056e-09,241,NONE
SESS-000530,2026-01-22 15:10:53,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,1477,HOUSEKEEPING,AES-256,97.41,9.548e-09,251,NONE
SESS-000531,2026-01-22 15:13:03,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,746,TELEMETRY,AES-256,94.89,6.914e-09,268,NONE
SESS-000532,2026-01-22 15:13:39,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3767,COMMAND,NONE,94.57,3.074e-09,269,NONE
SESS-000533,2026-01-22 15:16:11,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,3120,PAYLOAD_DATA,AES-256,97.11,1.586e-09,256,NONE
SESS-000534,2026-01-22 15:17:03,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,3612,COMMAND,AES-256,92.9,1.056e-09,251,NONE
SESS-000535,2026-01-22 15:19:39,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,647,TELEMETRY,AES-256,92.66,1.554e-09,252,NONE
SESS-000536,2026-01-22 15:22:18,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,1717,HOUSEKEEPING,AES-128,96.84,1.139e-09,248,NONE
SESS-000537,2026-01-22 15:23:45,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,3721,TELEMETRY,AES-256,95.83,7.295e-09,252,NONE
SESS-000538,2026-01-22 15:24:25,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,3307,COMMAND,AES-256,96.25,5.493e-09,247,NONE
SESS-000539,2026-01-22 15:25:01,SENTINEL-9,GS-BRAVO-2,UPLINK,DTN,3809,PAYLOAD_DATA,AES-256,92.42,1.75e-09,278,NONE
SESS-000540,2026-01-22 15:26:36,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,2537,HOUSEKEEPING,AES-256,99.03,1.099e-09,245,NONE
SESS-000541,2026-01-22 15:28:55,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,779,COMMAND,AES-256,95.02,1.53e-10,242,NONE
SESS-000542,2026-01-22 15:29:55,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,1588,PAYLOAD_DATA,AES-256,97.23,6.014e-09,265,NONE
SESS-000543,2026-01-22 15:31:10,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,3339,HOUSEKEEPING,NONE,99.09,4.15e-09,262,NONE
SESS-000544,2026-01-22 15:32:49,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,989,COMMAND,AES-128,97.11,7.329e-09,251,NONE
SESS-000545,2026-01-22 15:34:11,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,3109,TELEMETRY,AES-128,93.29,6.74e-09,277,NONE
SESS-000546,2026-01-22 15:36:13,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,1808,TELEMETRY,AES-128,94.17,8.428e-09,243,NONE
SESS-000547,2026-01-22 15:37:50,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,780,COMMAND,NONE,93.96,9.825e-09,246,NONE
SESS-000548,2026-01-22 15:39:05,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3792,PAYLOAD_DATA,NONE,99.38,4.803e-09,264,NONE
SESS-000549,2026-01-22 15:40:11,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,2524,COMMAND,AES-256,92.38,2.727e-09,243,NONE
SESS-000550,2026-01-22 15:41:56,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,3924,TELEMETRY,AES-256,94.42,4.922e-09,246,NONE
SESS-000551,2026-01-22 15:42:50,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,1188,PAYLOAD_DATA,AES-256,94.31,6.489e-09,241,NONE
SESS-000552,2026-01-22 15:43:31,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,2643,PAYLOAD_DATA,AES-256,92.83,1.368e-09,258,NONE
SESS-000553,2026-01-22 15:44:17,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2937,PAYLOAD_DATA,AES-256,98.31,9.938e-09,276,NONE
SESS-000554,2026-01-22 15:46:54,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3957,HOUSEKEEPING,AES-256,94.89,2.257e-09,263,NONE
SESS-000555,2026-01-22 15:48:58,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1617,PAYLOAD_DATA,AES-256,96.31,8.528e-09,258,NONE
SESS-000556,2026-01-22 15:51:26,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1229,HOUSEKEEPING,AES-256,97.99,5.843e-09,258,NONE
SESS-000557,2026-01-22 15:52:04,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,929,PAYLOAD_DATA,AES-256,96.19,2.131e-09,269,NONE
SESS-000558,2026-01-22 15:54:31,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,3400,COMMAND,AES-256,93.35,5.224e-09,258,NONE
SESS-000559,2026-01-22 15:55:29,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,2564,PAYLOAD_DATA,AES-128,94.27,6.418e-09,259,NONE
SESS-000560,2026-01-22 15:57:55,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,2521,HOUSEKEEPING,AES-256,97.46,3.145e-09,245,NONE
SESS-000561,2026-01-22 16:00:32,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,812,HOUSEKEEPING,AES-256,97.13,3.497e-09,246,NONE
SESS-000562,2026-01-22 16:03:24,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,2612,PAYLOAD_DATA,AES-128,93.67,8.462e-09,263,NONE
SESS-000563,2026-01-22 16:06:10,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,1487,COMMAND,AES-256,97.31,9.154e-09,243,NONE
SESS-000564,2026-01-22 16:09:00,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,3717,HOUSEKEEPING,NONE,93.43,9.513e-09,252,NONE
SESS-000565,2026-01-22 16:10:16,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,539,COMMAND,NONE,98.59,1.164e-09,265,NONE
SESS-000566,2026-01-22 16:12:56,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1151,TELEMETRY,AES-256,92.8,9.78e-09,256,NONE
SESS-000567,2026-01-22 16:15:27,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1303,COMMAND,AES-128,96.51,6.398e-09,256,NONE
SESS-000568,2026-01-22 16:18:22,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,1592,HOUSEKEEPING,AES-256,98.83,3.263e-09,247,NONE
SESS-000569,2026-01-22 16:21:09,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,3616,PAYLOAD_DATA,NONE,93.21,8.128e-09,254,NONE
SESS-000570,2026-01-22 16:23:42,SENTINEL-9,GS-BRAVO-2,UPLINK,CCSDS,1939,TELEMETRY,AES-256,96.49,3.344e-09,279,NONE
SESS-000571,2026-01-22 16:24:14,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2328,TELEMETRY,AES-256,94.68,4.855e-09,257,NONE
SESS-000572,2026-01-22 16:27:11,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,1152,COMMAND,AES-256,96.11,9.342e-09,249,NONE
SESS-000573,2026-01-22 16:30:06,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,2092,TELEMETRY,AES-256,94.11,2.5e-10,265,NONE
SESS-000574,2026-01-22 16:30:55,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,857,COMMAND,AES-256,95.7,5.997e-09,257,NONE
SESS-000575,2026-01-22 16:32:38,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,1282,HOUSEKEEPING,AES-128,93.65,1.302e-09,242,NONE
SESS-000576,2026-01-22 16:33:29,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,899,TELEMETRY,AES-128,92.07,6.56e-09,248,NONE
SESS-000577,2026-01-22 16:36:27,SENTINEL-9,GS-BRAVO-2,DOWNLINK,PROXIMITY-1,2247,HOUSEKEEPING,AES-256,96.26,9.702e-09,270,NONE
SESS-000578,2026-01-22 16:38:16,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1001,PAYLOAD_DATA,AES-256,92.45,9.892e-09,263,NONE
SESS-000579,2026-01-22 16:40:25,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3158,PAYLOAD_DATA,AES-128,96.29,8.778e-09,246,NONE
SESS-000580,2026-01-22 16:43:03,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,2778,TELEMETRY,AES-256,95.61,4.34e-09,268,NONE
SESS-000581,2026-01-22 16:45:36,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1538,TELEMETRY,AES-256,98.11,5.389e-09,256,NONE
SESS-000582,2026-01-22 16:48:25,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2350,HOUSEKEEPING,AES-256,92.55,9.025e-09,246,NONE
SESS-000583,2026-01-22 16:49:07,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,3506,TELEMETRY,AES-256,92.36,7.999e-09,275,NONE
SESS-000584,2026-01-22 16:49:44,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,2116,COMMAND,AES-256,95.12,3.233e-09,279,NONE
SESS-000585,2026-01-22 16:52:08,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,4014,COMMAND,AES-256,94.93,3.935e-09,240,NONE
SESS-000586,2026-01-22 16:52:42,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,1489,COMMAND,AES-256,94.02,2.681e-09,247,NONE
SESS-000587,2026-01-22 16:55:19,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,839,PAYLOAD_DATA,AES-256,94.26,6.48e-09,256,NONE
SESS-000588,2026-01-22 16:56:39,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,2232,TELEMETRY,AES-256,97.29,4.392e-09,249,NONE
SESS-000589,2026-01-22 16:58:48,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,924,COMMAND,AES-256,92.46,6.82e-10,241,NONE
SESS-000590,2026-01-22 16:59:30,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,3384,PAYLOAD_DATA,AES-256,93.38,5.979e-09,256,NONE
SESS-000591,2026-01-22 17:00:31,SENTINEL-9,GS-CHARLIE-3,UPLINK,PROXIMITY-1,1462,TELEMETRY,AES-128,93.25,4.666e-09,255,NONE
SESS-000592,2026-01-22 17:03:30,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,1261,TELEMETRY,AES-256,98.59,8.681e-09,240,NONE
SESS-000593,2026-01-22 17:06:13,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,3890,TELEMETRY,AES-256,93.25,9.634e-09,277,NONE
SESS-000594,2026-01-22 17:07:31,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,2958,PAYLOAD_DATA,AES-256,96.0,6.259e-09,265,NONE
SESS-000595,2026-01-22 17:08:11,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,2718,HOUSEKEEPING,AES-256,95.92,5.265e-09,245,NONE
SESS-000596,2026-01-22 17:09:51,SENTINEL-9,GS-ALPHA-1,UPLINK,DTN,1772,COMMAND,AES-256,98.07,9.389e-09,243,NONE
SESS-000597,2026-01-22 17:12:43,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,3426,COMMAND,AES-256,99.38,9.348e-09,249,NONE
SESS-000598,2026-01-22 17:14:20,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2161,COMMAND,AES-128,96.12,1.607e-09,250,NONE
SESS-000599,2026-01-22 17:16:36,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2053,PAYLOAD_DATA,AES-256,95.88,7.786e-09,270,NONE
SESS-000600,2026-01-22 17:18:49,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2290,PAYLOAD_DATA,AES-256,92.52,1.748e-09,272,NONE
SESS-000601,2026-01-22 17:19:37,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2014,HOUSEKEEPING,AES-128,93.39,2.299e-09,275,NONE
SESS-000602,2026-01-22 17:21:47,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,1727,PAYLOAD_DATA,AES-128,96.3,3.371e-09,250,NONE
SESS-000603,2026-01-22 17:24:10,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,1919,COMMAND,AES-256,95.29,2.425e-09,261,NONE
SESS-000604,2026-01-22 17:25:41,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,1799,HOUSEKEEPING,AES-256,94.53,3.747e-09,249,NONE
SESS-000605,2026-01-22 17:26:40,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,1000,TELEMETRY,AES-256,98.93,8.234e-09,263,NONE
SESS-000606,2026-01-22 17:27:41,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,959,HOUSEKEEPING,AES-128,94.29,1.33e-10,272,NONE
SESS-000607,2026-01-22 17:29:33,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,4039,PAYLOAD_DATA,NONE,92.61,8.66e-09,273,NONE
SESS-000608,2026-01-22 17:31:58,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,3279,COMMAND,AES-256,93.75,2.15e-09,248,NONE
SESS-000609,2026-01-22 17:34:08,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1935,PAYLOAD_DATA,AES-128,98.93,8.453e-09,270,NONE
SESS-000610,2026-01-22 17:36:26,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,585,HOUSEKEEPING,AES-256,98.46,8.054e-09,244,NONE
SESS-000611,2026-01-22 17:38:22,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,3159,PAYLOAD_DATA,AES-128,96.93,2.274e-09,268,NONE
SESS-000612,2026-01-22 17:39:03,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,836,TELEMETRY,AES-128,95.46,9.134e-09,250,NONE
SESS-000613,2026-01-22 17:39:41,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2917,COMMAND,AES-256,97.66,9.09e-10,256,NONE
SESS-000614,2026-01-22 17:42:15,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,2832,HOUSEKEEPING,AES-256,93.95,4.427e-09,257,NONE
SESS-000615,2026-01-22 17:43:01,SENTINEL-9,GS-CHARLIE-3,UPLINK,CCSDS,3983,TELEMETRY,AES-128,96.37,5.505e-09,248,NONE
SESS-000616,2026-01-22 17:45:23,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,2775,PAYLOAD_DATA,AES-256,98.45,9.29e-10,259,NONE
SESS-000617,2026-01-22 17:47:37,SENTINEL-9,GS-BRAVO-2,DOWNLINK,CCSDS,3774,COMMAND,AES-256,97.97,2.673e-09,255,NONE
SESS-000618,2026-01-22 17:50:07,SENTINEL-9,GS-ALPHA-1,UPLINK,CCSDS,1380,COMMAND,AES-256,92.66,9.47e-10,250,NONE
SESS-000619,2026-01-22 17:51:36,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,1148,TELEMETRY,AES-128,92.58,5.566e-09,246,NONE
SESS-000620,2026-01-22 17:52:09,SENTINEL-9,GS-DELTA-4,UPLINK,DTN,1829,COMMAND,AES-256,92.28,8.903e-09,253,NONE
SESS-000621,2026-01-22 17:54:49,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,1710,HOUSEKEEPING,AES-128,96.77,4.122e-09,262,NONE
SESS-000622,2026-01-22 17:57:35,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3046,TELEMETRY,AES-128,98.93,5.983e-09,272,NONE
SESS-000623,2026-01-22 17:58:15,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2227,PAYLOAD_DATA,NONE,98.44,1.831e-09,247,NONE
SESS-000624,2026-01-22 17:59:45,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,3671,PAYLOAD_DATA,AES-256,99.08,7.627e-09,244,NONE
SESS-000625,2026-01-22 18:01:47,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1062,COMMAND,AES-128,99.17,2.957e-09,267,NONE
SESS-000626,2026-01-22 18:04:08,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,3730,COMMAND,AES-256,92.43,7.59e-09,262,NONE
SESS-000627,2026-01-22 18:06:15,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,1595,HOUSEKEEPING,AES-256,96.15,5.056e-09,250,NONE
SESS-000628,2026-01-22 18:07:05,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,1344,COMMAND,AES-128,94.9,1.073e-09,265,NONE
SESS-000629,2026-01-22 18:07:59,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,2440,COMMAND,AES-256,93.88,8.079e-09,278,NONE
SESS-000630,2026-01-22 18:09:30,SENTINEL-9,GS-ALPHA-1,UPLINK,PROXIMITY-1,2713,TELEMETRY,NONE,92.92,4.812e-09,246,NONE
SESS-000631,2026-01-22 18:11:23,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,2884,COMMAND,AES-128,98.16,3.708e-09,256,NONE
SESS-000632,2026-01-22 18:12:16,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,2866,COMMAND,AES-128,98.75,1.341e-09,253,NONE
SESS-000633,2026-01-22 18:13:51,SENTINEL-9,GS-CHARLIE-3,UPLINK,DTN,2134,COMMAND,AES-256,96.71,6.719e-09,266,NONE
SESS-000634,2026-01-22 18:14:29,SENTINEL-9,GS-ALPHA-1,DOWNLINK,CCSDS,1315,HOUSEKEEPING,AES-256,95.32,7.046e-09,246,NONE
SESS-000635,2026-01-22 18:17:14,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,2085,PAYLOAD_DATA,AES-256,96.18,9.921e-09,270,NONE
SESS-000636,2026-01-22 18:19:49,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,834,HOUSEKEEPING,AES-256,95.87,5.744e-09,250,NONE
SESS-000637,2026-01-22 18:21:54,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,2836,TELEMETRY,AES-256,96.56,4.178e-09,259,NONE
SESS-000638,2026-01-22 18:23:21,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1128,TELEMETRY,NONE,95.5,9.021e-09,259,NONE
SESS-000639,2026-01-22 18:25:01,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,1380,HOUSEKEEPING,AES-128,98.12,3.645e-09,252,NONE
SESS-000640,2026-01-22 18:26:08,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,PROXIMITY-1,2965,HOUSEKEEPING,AES-256,96.43,2.475e-09,251,NONE
SESS-000641,2026-01-22 18:29:05,SENTINEL-9,GS-DELTA-4,DOWNLINK,DTN,1202,HOUSEKEEPING,AES-128,95.76,3.902e-09,267,NONE
SESS-000642,2026-01-22 18:30:21,SENTINEL-9,GS-DELTA-4,DOWNLINK,CCSDS,748,COMMAND,AES-256,95.54,5.683e-09,262,NONE
SESS-000643,2026-01-22 18:32:09,SENTINEL-9,GS-DELTA-4,DOWNLINK,PROXIMITY-1,3796,HOUSEKEEPING,AES-256,92.14,8.118e-09,273,NONE
SESS-000644,2026-01-22 18:33:06,SENTINEL-9,GS-DELTA-4,UPLINK,PROXIMITY-1,1289,COMMAND,AES-256,94.18,3.089e-09,247,NONE
SESS-000645,2026-01-22 18:33:57,SENTINEL-9,GS-ALPHA-1,DOWNLINK,DTN,1288,COMMAND,AES-128,93.14,6.299e-09,262,NONE
SESS-000646,2026-01-22 18:36:19,SENTINEL-9,GS-ALPHA-1,DOWNLINK,PROXIMITY-1,2227,HOUSEKEEPING,AES-128,93.97,1.834e-09,252,NONE
SESS-000647,2026-01-22 18:37:12,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,3610,HOUSEKEEPING,AES-256,92.04,8.639e-09,247,NONE
SESS-000648,2026-01-22 18:38:54,SENTINEL-9,GS-BRAVO-2,UPLINK,PROXIMITY-1,3762,COMMAND,AES-256,93.36,3.636e-09,266,NONE
SESS-000649,2026-01-22 18:40:24,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,3394,HOUSEKEEPING,AES-256,93.36,6.673e-09,272,NONE
SESS-000650,2026-01-22 18:40:55,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,1319,TELEMETRY,AES-256,99.44,3.194e-09,263,NONE
SESS-000651,2026-01-22 18:43:13,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,2564,PAYLOAD_DATA,AES-256,93.41,1.305e-09,254,NONE
SESS-000652,2026-01-22 18:45:11,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,1077,TELEMETRY,AES-256,95.9,6.709e-09,268,NONE
SESS-000653,2026-01-22 18:45:44,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,DTN,4012,COMMAND,NONE,98.17,3.354e-09,250,NONE
SESS-000654,2026-01-22 18:47:11,SENTINEL-9,GS-DELTA-4,UPLINK,CCSDS,880,TELEMETRY,AES-256,97.99,6.7e-09,242,NONE
SESS-000655,2026-01-22 18:49:47,SENTINEL-9,GS-BRAVO-2,DOWNLINK,DTN,1498,PAYLOAD_DATA,AES-128,95.31,9.238e-09,261,NONE
SESS-000656,2026-01-22 18:50:29,SENTINEL-9,GS-CHARLIE-3,DOWNLINK,CCSDS,1959,TELEMETRY,AES-256,97.04,8.306e-09,245,NONE
