record_id,timestamp,satellite_id,subsystem,metric_name,metric_value,unit,status,quality_flag
TEL-000489,2026-01-22 13:42:48,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000978,deg/hr,NOMINAL,VALID
TEL-000490,2026-01-22 13:42:48,SENTINEL-9,COMMS,signal_strength_dbm,-83.409418,dBm,NOMINAL,VALID
TEL-000491,2026-01-22 13:42:48,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000492,2026-01-22 13:42:48,SENTINEL-9,COMMS,link_margin_db,12.353352,dB,NOMINAL,VALID
TEL-000493,2026-01-22 13:42:48,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.275625,°C,NOMINAL,VALID
TEL-000494,2026-01-22 13:42:48,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.641074,K,NOMINAL,VALID
TEL-000495,2026-01-22 13:42:48,SENTINEL-9,PAYLOAD,shutter_cycles,1847531.0,count,NOMINAL,VALID
TEL-000496,2026-01-22 14:05:35,SENTINEL-9,POWER,battery_level_pct,94.589994,%,NOMINAL,VALID
TEL-000497,2026-01-22 14:05:35,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000498,2026-01-22 14:05:35,SENTINEL-9,POWER,bus_voltage_v,27.869048,V,NOMINAL,VALID
TEL-000499,2026-01-22 14:05:35,SENTINEL-9,THERMAL,payload_temp_c,22.301787,°C,NOMINAL,VALID
TEL-000500,2026-01-22 14:05:35,SENTINEL-9,THERMAL,bus_temp_c,18.235003,°C,NOMINAL,VALID
TEL-000501,2026-01-22 14:05:35,SENTINEL-9,THERMAL,battery_temp_c,15.246869,°C,NOMINAL,VALID
TEL-000502,2026-01-22 14:05:35,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.143129,arcsec,NOMINAL,VALID
TEL-000503,2026-01-22 14:05:35,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2364.785772,RPM,NOMINAL,VALID
TEL-000504,2026-01-22 14:05:35,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000958,deg/hr,NOMINAL,VALID
TEL-000505,2026-01-22 14:05:35,SENTINEL-9,COMMS,signal_strength_dbm,-87.246712,dBm,NOMINAL,VALID
TEL-000506,2026-01-22 14:05:35,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000507,2026-01-22 14:05:35,SENTINEL-9,COMMS,link_margin_db,12.581163,dB,NOMINAL,VALID
TEL-000508,2026-01-22 14:05:35,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.578936,°C,NOMINAL,VALID
TEL-000509,2026-01-22 14:05:35,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.645336,K,NOMINAL,VALID
TEL-000510,2026-01-22 14:05:35,SENTINEL-9,PAYLOAD,shutter_cycles,1847524.0,count,NOMINAL,VALID
TEL-000511,2026-01-22 14:31:18,SENTINEL-9,POWER,battery_level_pct,80.108823,%,NOMINAL,VALID
TEL-000512,2026-01-22 14:31:18,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000513,2026-01-22 14:31:18,SENTINEL-9,POWER,bus_voltage_v,27.975151,V,NOMINAL,VALID
TEL-000514,2026-01-22 14:31:18,SENTINEL-9,THERMAL,payload_temp_c,22.749842,°C,NOMINAL,VALID
TEL-000515,2026-01-22 14:31:18,SENTINEL-9,THERMAL,bus_temp_c,18.285631,°C,NOMINAL,VALID
TEL-000516,2026-01-22 14:31:18,SENTINEL-9,THERMAL,battery_temp_c,15.42129,°C,NOMINAL,VALID
TEL-000517,2026-01-22 14:31:18,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.146302,arcsec,NOMINAL,VALID
TEL-000518,2026-01-22 14:31:18,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2423.959517,RPM,NOMINAL,VALID
TEL-000519,2026-01-22 14:31:18,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000989,deg/hr,NOMINAL,VALID
TEL-000520,2026-01-22 14:31:18,SENTINEL-9,COMMS,signal_strength_dbm,-86.678738,dBm,NOMINAL,VALID
TEL-000521,2026-01-22 14:31:18,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000522,2026-01-22 14:31:18,SENTINEL-9,COMMS,link_margin_db,12.063512,dB,NOMINAL,VALID
TEL-000523,2026-01-22 14:31:18,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.781287,°C,NOMINAL,VALID
TEL-000524,2026-01-22 14:31:18,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.688774,K,NOMINAL,VALID
TEL-000525,2026-01-22 14:31:18,SENTINEL-9,PAYLOAD,shutter_cycles,1847527.0,count,NOMINAL,VALID
TEL-000526,2026-01-22 14:52:02,SENTINEL-9,POWER,battery_level_pct,69.848935,%,NOMINAL,VALID
TEL-000527,2026-01-22 14:52:02,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000528,2026-01-22 14:52:02,SENTINEL-9,POWER,bus_voltage_v,28.087612,V,NOMINAL,VALID
TEL-000529,2026-01-22 14:52:02,SENTINEL-9,THERMAL,payload_temp_c,22.949746,°C,NOMINAL,VALID
TEL-000530,2026-01-22 14:52:02,SENTINEL-9,THERMAL,bus_temp_c,18.663538,°C,NOMINAL,VALID
TEL-000531,2026-01-22 14:52:02,SENTINEL-9,THERMAL,battery_temp_c,15.225277,°C,NOMINAL,VALID
TEL-000532,2026-01-22 14:52:02,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.15807,arcsec,NOMINAL,VALID
TEL-000533,2026-01-22 14:52:02,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2442.69751,RPM,NOMINAL,VALID
TEL-000534,2026-01-22 14:52:02,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001035,deg/hr,NOMINAL,VALID
TEL-000535,2026-01-22 14:52:02,SENTINEL-9,COMMS,signal_strength_dbm,-83.711475,dBm,NOMINAL,VALID
TEL-000536,2026-01-22 14:52:02,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000537,2026-01-22 14:52:02,SENTINEL-9,COMMS,link_margin_db,12.129159,dB,NOMINAL,VALID
TEL-000538,2026-01-22 14:52:02,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.610462,°C,NOMINAL,VALID
TEL-000539,2026-01-22 14:52:02,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.090248,K,NOMINAL,VALID
TEL-000540,2026-01-22 14:52:02,SENTINEL-9,PAYLOAD,shutter_cycles,1847523.0,count,NOMINAL,VALID
TEL-000541,2026-01-22 15:18:58,SENTINEL-9,POWER,battery_level_pct,86.041866,%,NOMINAL,VALID
TEL-000542,2026-01-22 15:18:58,SENTINEL-9,POWER,solar_array_output_w,2776.171337,W,NOMINAL,VALID
TEL-000543,2026-01-22 15:18:58,SENTINEL-9,POWER,bus_voltage_v,27.891796,V,NOMINAL,VALID
TEL-000544,2026-01-22 15:18:58,SENTINEL-9,THERMAL,payload_temp_c,22.654416,°C,NOMINAL,VALID
TEL-000545,2026-01-22 15:18:58,SENTINEL-9,THERMAL,bus_temp_c,18.314865,°C,NOMINAL,VALID
TEL-000546,2026-01-22 15:18:58,SENTINEL-9,THERMAL,battery_temp_c,15.324177,°C,NOMINAL,VALID
TEL-000547,2026-01-22 15:18:58,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.150605,arcsec,NOMINAL,VALID
TEL-000548,2026-01-22 15:18:58,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2433.809424,RPM,NOMINAL,VALID
TEL-000549,2026-01-22 15:18:58,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001005,deg/hr,NOMINAL,VALID
TEL-000550,2026-01-22 15:18:58,SENTINEL-9,COMMS,signal_strength_dbm,-85.310784,dBm,NOMINAL,VALID
TEL-000551,2026-01-22 15:18:58,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000552,2026-01-22 15:18:58,SENTINEL-9,COMMS,link_margin_db,12.403483,dB,NOMINAL,VALID
TEL-000553,2026-01-22 15:18:58,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.86915,°C,NOMINAL,VALID
TEL-000554,2026-01-22 15:18:58,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.599465,K,NOMINAL,VALID
TEL-000555,2026-01-22 15:18:58,SENTINEL-9,PAYLOAD,shutter_cycles,1847527.0,count,NOMINAL,VALID
TEL-000556,2026-01-22 15:45:22,SENTINEL-9,POWER,battery_level_pct,89.70223,%,NOMINAL,VALID
TEL-000557,2026-01-22 15:45:22,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000558,2026-01-22 15:45:22,SENTINEL-9,POWER,bus_voltage_v,27.91963,V,NOMINAL,VALID
TEL-000559,2026-01-22 15:45:22,SENTINEL-9,THERMAL,payload_temp_c,22.172734,°C,NOMINAL,VALID
TEL-000560,2026-01-22 15:45:22,SENTINEL-9,THERMAL,bus_temp_c,17.944647,°C,NOMINAL,VALID
TEL-000561,2026-01-22 15:45:22,SENTINEL-9,THERMAL,battery_temp_c,15.131868,°C,NOMINAL,VALID
TEL-000562,2026-01-22 15:45:22,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.152698,arcsec,NOMINAL,VALID
TEL-000563,2026-01-22 15:45:22,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2389.655428,RPM,NOMINAL,VALID
TEL-000564,2026-01-22 15:45:22,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000994,deg/hr,NOMINAL,VALID
TEL-000565,2026-01-22 15:45:22,SENTINEL-9,COMMS,signal_strength_dbm,-87.061209,dBm,NOMINAL,VALID
TEL-000566,2026-01-22 15:45:22,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000567,2026-01-22 15:45:22,SENTINEL-9,COMMS,link_margin_db,12.513989,dB,NOMINAL,VALID
TEL-000568,2026-01-22 15:45:22,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.456422,°C,NOMINAL,VALID
TEL-000569,2026-01-22 15:45:22,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.912061,K,NOMINAL,VALID
TEL-000570,2026-01-22 15:45:22,SENTINEL-9,PAYLOAD,shutter_cycles,1847529.0,count,NOMINAL,VALID
TEL-000571,2026-01-22 16:10:49,SENTINEL-9,POWER,battery_level_pct,75.760657,%,NOMINAL,VALID
TEL-000572,2026-01-22 16:10:49,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000573,2026-01-22 16:10:49,SENTINEL-9,POWER,bus_voltage_v,28.083012,V,NOMINAL,VALID
TEL-000574,2026-01-22 16:10:49,SENTINEL-9,THERMAL,payload_temp_c,22.463412,°C,NOMINAL,VALID
TEL-000575,2026-01-22 16:10:49,SENTINEL-9,THERMAL,bus_temp_c,18.550411,°C,NOMINAL,VALID
TEL-000576,2026-01-22 16:10:49,SENTINEL-9,THERMAL,battery_temp_c,15.322626,°C,NOMINAL,VALID
TEL-000577,2026-01-22 16:10:49,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.136987,arcsec,NOMINAL,VALID
TEL-000578,2026-01-22 16:10:49,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2356.402682,RPM,NOMINAL,VALID
TEL-000579,2026-01-22 16:10:49,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001012,deg/hr,NOMINAL,VALID
TEL-000580,2026-01-22 16:10:49,SENTINEL-9,COMMS,signal_strength_dbm,-84.221808,dBm,NOMINAL,VALID
TEL-000581,2026-01-22 16:10:49,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000582,2026-01-22 16:10:49,SENTINEL-9,COMMS,link_margin_db,12.57965,dB,NOMINAL,VALID
TEL-000583,2026-01-22 16:10:49,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.056773,°C,NOMINAL,VALID
TEL-000584,2026-01-22 16:10:49,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.031674,K,NOMINAL,VALID
TEL-000585,2026-01-22 16:10:49,SENTINEL-9,PAYLOAD,shutter_cycles,1847529.0,count,NOMINAL,VALID
TEL-000586,2026-01-22 16:32:16,SENTINEL-9,POWER,battery_level_pct,75.765795,%,NOMINAL,VALID
TEL-000587,2026-01-22 16:32:16,SENTINEL-9,POWER,solar_array_output_w,2739.322965,W,NOMINAL,VALID
TEL-000588,2026-01-22 16:32:16,SENTINEL-9,POWER,bus_voltage_v,28.039445,V,NOMINAL,VALID
TEL-000589,2026-01-22 16:32:16,SENTINEL-9,THERMAL,payload_temp_c,22.213692,°C,NOMINAL,VALID
TEL-000590,2026-01-22 16:32:16,SENTINEL-9,THERMAL,bus_temp_c,18.187028,°C,NOMINAL,VALID
TEL-000591,2026-01-22 16:32:16,SENTINEL-9,THERMAL,battery_temp_c,15.380936,°C,NOMINAL,VALID
TEL-000592,2026-01-22 16:32:16,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.149219,arcsec,NOMINAL,VALID
TEL-000593,2026-01-22 16:32:16,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2416.085543,RPM,NOMINAL,VALID
TEL-000594,2026-01-22 16:32:16,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000967,deg/hr,NOMINAL,VALID
TEL-000595,2026-01-22 16:32:16,SENTINEL-9,COMMS,signal_strength_dbm,-83.430674,dBm,NOMINAL,VALID
TEL-000596,2026-01-22 16:32:16,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000597,2026-01-22 16:32:16,SENTINEL-9,COMMS,link_margin_db,12.168935,dB,NOMINAL,VALID
TEL-000598,2026-01-22 16:32:16,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.999846,°C,NOMINAL,VALID
TEL-000599,2026-01-22 16:32:16,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.725459,K,NOMINAL,VALID
TEL-000600,2026-01-22 16:32:16,SENTINEL-9,PAYLOAD,shutter_cycles,1847527.0,count,NOMINAL,VALID
TEL-000601,2026-01-22 16:57:57,SENTINEL-9,POWER,battery_level_pct,91.040206,%,NOMINAL,VALID
TEL-000602,2026-01-22 16:57:57,SENTINEL-9,POWER,solar_array_output_w,2775.806569,W,NOMINAL,VALID
TEL-000603,2026-01-22 16:57:57,SENTINEL-9,POWER,bus_voltage_v,28.110381,V,NOMINAL,VALID
TEL-000604,2026-01-22 16:57:57,SENTINEL-9,THERMAL,payload_temp_c,22.165874,°C,NOMINAL,VALID
TEL-000605,2026-01-22 16:57:57,SENTINEL-9,THERMAL,bus_temp_c,18.175633,°C,NOMINAL,VALID
TEL-000606,2026-01-22 16:57:57,SENTINEL-9,THERMAL,battery_temp_c,15.118642,°C,NOMINAL,VALID
TEL-000607,2026-01-22 16:57:57,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.137769,arcsec,NOMINAL,VALID
TEL-000608,2026-01-22 16:57:57,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2398.189958,RPM,NOMINAL,VALID
TEL-000609,2026-01-22 16:57:57,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001019,deg/hr,NOMINAL,VALID
TEL-000610,2026-01-22 16:57:57,SENTINEL-9,COMMS,signal_strength_dbm,-85.059451,dBm,NOMINAL,VALID
TEL-000611,2026-01-22 16:57:57,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000612,2026-01-22 16:57:57,SENTINEL-9,COMMS,link_margin_db,12.377286,dB,NOMINAL,VALID
TEL-000613,2026-01-22 16:57:57,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.750346,°C,NOMINAL,VALID
TEL-000614,2026-01-22 16:57:57,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.313056,K,NOMINAL,VALID
TEL-000615,2026-01-22 16:57:57,SENTINEL-9,PAYLOAD,shutter_cycles,1847530.0,count,NOMINAL,VALID
TEL-000616,2026-01-22 17:25:39,SENTINEL-9,POWER,battery_level_pct,83.200865,%,NOMINAL,VALID
TEL-000617,2026-01-22 17:25:39,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000618,2026-01-22 17:25:39,SENTINEL-9,POWER,bus_voltage_v,27.918618,V,NOMINAL,VALID
TEL-000619,2026-01-22 17:25:39,SENTINEL-9,THERMAL,payload_temp_c,22.383425,°C,NOMINAL,VALID
TEL-000620,2026-01-22 17:25:39,SENTINEL-9,THERMAL,bus_temp_c,18.288671,°C,NOMINAL,VALID
TEL-000621,2026-01-22 17:25:39,SENTINEL-9,THERMAL,battery_temp_c,15.253924,°C,NOMINAL,VALID
TEL-000622,2026-01-22 17:25:39,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.146067,arcsec,NOMINAL,VALID
TEL-000623,2026-01-22 17:25:39,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2396.403333,RPM,NOMINAL,VALID
TEL-000624,2026-01-22 17:25:39,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001025,deg/hr,NOMINAL,VALID
TEL-000625,2026-01-22 17:25:39,SENTINEL-9,COMMS,signal_strength_dbm,-82.637084,dBm,NOMINAL,VALID
TEL-000626,2026-01-22 17:25:39,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000627,2026-01-22 17:25:39,SENTINEL-9,COMMS,link_margin_db,12.71335,dB,NOMINAL,VALID
TEL-000628,2026-01-22 17:25:39,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.557267,°C,NOMINAL,VALID
TEL-000629,2026-01-22 17:25:39,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.009926,K,NOMINAL,VALID
TEL-000630,2026-01-22 17:25:39,SENTINEL-9,PAYLOAD,shutter_cycles,1847524.0,count,NOMINAL,VALID
TEL-000631,2026-01-22 17:50:19,SENTINEL-9,POWER,battery_level_pct,70.318685,%,NOMINAL,VALID
TEL-000632,2026-01-22 17:50:19,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000633,2026-01-22 17:50:19,SENTINEL-9,POWER,bus_voltage_v,27.927892,V,NOMINAL,VALID
TEL-000634,2026-01-22 17:50:19,SENTINEL-9,THERMAL,payload_temp_c,22.292319,°C,NOMINAL,VALID
TEL-000635,2026-01-22 17:50:19,SENTINEL-9,THERMAL,bus_temp_c,18.210172,°C,NOMINAL,VALID
TEL-000636,2026-01-22 17:50:19,SENTINEL-9,THERMAL,battery_temp_c,14.981152,°C,NOMINAL,VALID
TEL-000637,2026-01-22 17:50:19,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.144662,arcsec,NOMINAL,VALID
TEL-000638,2026-01-22 17:50:19,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2372.299009,RPM,NOMINAL,VALID
TEL-000639,2026-01-22 17:50:19,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000983,deg/hr,NOMINAL,VALID
TEL-000640,2026-01-22 17:50:19,SENTINEL-9,COMMS,signal_strength_dbm,-83.060787,dBm,NOMINAL,VALID
TEL-000641,2026-01-22 17:50:19,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000642,2026-01-22 17:50:19,SENTINEL-9,COMMS,link_margin_db,12.593592,dB,NOMINAL,VALID
TEL-000643,2026-01-22 17:50:19,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.361908,°C,NOMINAL,VALID
TEL-000644,2026-01-22 17:50:19,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.245796,K,NOMINAL,VALID
TEL-000645,2026-01-22 17:50:19,SENTINEL-9,PAYLOAD,shutter_cycles,1847524.0,count,NOMINAL,VALID
TEL-000646,2026-01-22 18:11:22,SENTINEL-9,POWER,battery_level_pct,81.557212,%,NOMINAL,VALID
TEL-000647,2026-01-22 18:11:22,SENTINEL-9,POWER,solar_array_output_w,2814.589308,W,NOMINAL,VALID
TEL-000648,2026-01-22 18:11:22,SENTINEL-9,POWER,bus_voltage_v,28.068723,V,NOMINAL,VALID
TEL-000649,2026-01-22 18:11:22,SENTINEL-9,THERMAL,payload_temp_c,22.438494,°C,NOMINAL,VALID
TEL-000650,2026-01-22 18:11:22,SENTINEL-9,THERMAL,bus_temp_c,18.027389,°C,NOMINAL,VALID
TEL-000651,2026-01-22 18:11:22,SENTINEL-9,THERMAL,battery_temp_c,15.101402,°C,NOMINAL,VALID
TEL-000652,2026-01-22 18:11:22,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.145892,arcsec,NOMINAL,VALID
TEL-000653,2026-01-22 18:11:22,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2414.008055,RPM,NOMINAL,VALID
TEL-000654,2026-01-22 18:11:22,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.001007,deg/hr,NOMINAL,VALID
TEL-000655,2026-01-22 18:11:22,SENTINEL-9,COMMS,signal_strength_dbm,-84.266093,dBm,NOMINAL,VALID
TEL-000656,2026-01-22 18:11:22,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000657,2026-01-22 18:11:22,SENTINEL-9,COMMS,link_margin_db,12.605775,dB,NOMINAL,VALID
TEL-000658,2026-01-22 18:11:22,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.962453,°C,NOMINAL,VALID
TEL-000659,2026-01-22 18:11:22,SENTINEL-9,PAYLOAD,focal_plane_temp_k,84.661515,K,NOMINAL,VALID
TEL-000660,2026-01-22 18:11:22,SENTINEL-9,PAYLOAD,shutter_cycles,1847528.0,count,NOMINAL,VALID
TEL-000661,2026-01-22 18:35:12,SENTINEL-9,POWER,battery_level_pct,94.861189,%,NOMINAL,VALID
TEL-000662,2026-01-22 18:35:12,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000663,2026-01-22 18:35:12,SENTINEL-9,POWER,bus_voltage_v,28.098229,V,NOMINAL,VALID
TEL-000664,2026-01-22 18:35:12,SENTINEL-9,THERMAL,payload_temp_c,22.129099,°C,NOMINAL,VALID
TEL-000665,2026-01-22 18:35:12,SENTINEL-9,THERMAL,bus_temp_c,18.523893,°C,NOMINAL,VALID
TEL-000666,2026-01-22 18:35:12,SENTINEL-9,THERMAL,battery_temp_c,14.997378,°C,NOMINAL,VALID
TEL-000667,2026-01-22 18:35:12,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.160269,arcsec,NOMINAL,VALID
TEL-000668,2026-01-22 18:35:12,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2356.957006,RPM,NOMINAL,VALID
TEL-000669,2026-01-22 18:35:12,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000952,deg/hr,NOMINAL,VALID
TEL-000670,2026-01-22 18:35:12,SENTINEL-9,COMMS,signal_strength_dbm,-86.004503,dBm,NOMINAL,VALID
TEL-000671,2026-01-22 18:35:12,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000672,2026-01-22 18:35:12,SENTINEL-9,COMMS,link_margin_db,12.89661,dB,NOMINAL,VALID
TEL-000673,2026-01-22 18:35:12,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.268703,°C,NOMINAL,VALID
TEL-000674,2026-01-22 18:35:12,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.354786,K,NOMINAL,VALID
TEL-000675,2026-01-22 18:35:12,SENTINEL-9,PAYLOAD,shutter_cycles,1847528.0,count,NOMINAL,VALID
TEL-000676,2026-01-22 19:05:12,SENTINEL-9,POWER,battery_level_pct,78.512333,%,NOMINAL,VALID
TEL-000677,2026-01-22 19:05:12,SENTINEL-9,POWER,solar_array_output_w,0.0,W,NOMINAL,VALID
TEL-000678,2026-01-22 19:05:12,SENTINEL-9,POWER,bus_voltage_v,28.062411,V,NOMINAL,VALID
TEL-000679,2026-01-22 19:05:12,SENTINEL-9,THERMAL,payload_temp_c,22.788775,°C,NOMINAL,VALID
TEL-000680,2026-01-22 19:05:12,SENTINEL-9,THERMAL,bus_temp_c,18.459911,°C,NOMINAL,VALID
TEL-000681,2026-01-22 19:05:12,SENTINEL-9,THERMAL,battery_temp_c,15.215977,°C,NOMINAL,VALID
TEL-000682,2026-01-22 19:05:12,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.149299,arcsec,NOMINAL,VALID
TEL-000683,2026-01-22 19:05:12,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2432.503926,RPM,NOMINAL,VALID
TEL-000684,2026-01-22 19:05:12,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000971,deg/hr,NOMINAL,VALID
TEL-000685,2026-01-22 19:05:12,SENTINEL-9,COMMS,signal_strength_dbm,-87.38677,dBm,NOMINAL,VALID
TEL-000686,2026-01-22 19:05:12,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000687,2026-01-22 19:05:12,SENTINEL-9,COMMS,link_margin_db,12.199507,dB,NOMINAL,VALID
TEL-000688,2026-01-22 19:05:12,SENTINEL-9,PAYLOAD,sensor_temp_c,-45.413567,°C,NOMINAL,VALID
TEL-000689,2026-01-22 19:05:12,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.025364,K,NOMINAL,VALID
TEL-000690,2026-01-22 19:05:12,SENTINEL-9,PAYLOAD,shutter_cycles,1847523.0,count,NOMINAL,VALID
TEL-000691,2026-01-22 19:31:30,SENTINEL-9,POWER,battery_level_pct,75.545457,%,NOMINAL,VALID
TEL-000692,2026-01-22 19:31:30,SENTINEL-9,POWER,solar_array_output_w,2813.648021,W,NOMINAL,VALID
TEL-000693,2026-01-22 19:31:30,SENTINEL-9,POWER,bus_voltage_v,27.903222,V,NOMINAL,VALID
TEL-000694,2026-01-22 19:31:30,SENTINEL-9,THERMAL,payload_temp_c,22.483026,°C,NOMINAL,VALID
TEL-000695,2026-01-22 19:31:30,SENTINEL-9,THERMAL,bus_temp_c,18.323855,°C,NOMINAL,VALID
TEL-000696,2026-01-22 19:31:30,SENTINEL-9,THERMAL,battery_temp_c,14.995632,°C,NOMINAL,VALID
TEL-000697,2026-01-22 19:31:30,SENTINEL-9,ATTITUDE,pointing_error_arcsec,0.145098,arcsec,NOMINAL,VALID
TEL-000698,2026-01-22 19:31:30,SENTINEL-9,ATTITUDE,reaction_wheel_rpm,2364.903809,RPM,NOMINAL,VALID
TEL-000699,2026-01-22 19:31:30,SENTINEL-9,ATTITUDE,gyro_drift_deg_hr,0.000956,deg/hr,NOMINAL,VALID
TEL-000700,2026-01-22 19:31:30,SENTINEL-9,COMMS,signal_strength_dbm,-87.498797,dBm,NOMINAL,VALID
TEL-000701,2026-01-22 19:31:30,SENTINEL-9,COMMS,bit_error_rate,0.0,ratio,NOMINAL,VALID
TEL-000702,2026-01-22 19:31:30,SENTINEL-9,COMMS,link_margin_db,12.809874,dB,NOMINAL,VALID
TEL-000703,2026-01-22 19:31:30,SENTINEL-9,PAYLOAD,sensor_temp_c,-44.978195,°C,NOMINAL,VALID
TEL-000704,2026-01-22 19:31:30,SENTINEL-9,PAYLOAD,focal_plane_temp_k,85.154277,K,NOMINAL,VALID
TEL-000705,2026-01-22 19:31:30,SENTINEL-9,PAYLOAD,shutter_cycles,1847523.0,count,NOMINAL,VALID
TEL-000706,2026-01-22 19:52:51,SENTINEL-9,POWER,battery_level_pct,88.011083,%,NOMINAL,VALID
