image_id,capture_timestamp,metadata_timestamp,downlink_timestamp,satellite_id,sensor_id,sensor_mode,target_lat,target_lon,target_name,pointing_azimuth_deg,pointing_elevation_deg,exposure_ms,gain_setting,sun_angle_deg,eclipse_status,resolution_m,compression_ratio,file_size_mb,pixelation_index,noise_floor_db,calibration_drift,hash_verification_status,metadata_hash,commanding_station,collection_priority
IMG-000472,2026-01-23 08:45:00,2026-01-23 08:45:00,2026-01-23 09:00:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,71.6067,150.1924,NSR-WAYPOINT-DELTA,151.711,89.349,9,1,18.51,SUNLIT,0.48,0.978,71.83,0.032,-50.64,0.0152,VALID,E4928FEBFBC2DCC0,GS-DELTA-4,SCHEDULED
IMG-000473,2026-01-23 08:50:00,2026-01-23 08:50:00,2026-01-23 09:06:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.818,125.3563,NSR-WAYPOINT-CHARLIE,126.663,85.717,10,2,8.47,SUNLIT,0.39,0.949,76.8,0.0219,-48.1,0.0143,VALID,C9019FAA90663482,GS-CHARLIE-3,PRIORITY
IMG-000474,2026-01-23 08:53:00,2026-01-23 08:53:00,2026-01-23 09:12:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.4298,45.2265,NSR-WAYPOINT-ECHO,45.802,82.116,7,1,14.27,SUNLIT,0.37,0.964,61.95,0.0268,-48.04,0.0039,VALID,58507B2CE0F3D103,GS-CHARLIE-3,SCHEDULED
IMG-000475,2026-01-23 08:56:00,2026-01-23 08:56:00,2026-01-23 09:36:00,SENTINEL-9,EO-PRIMARY,STARING,76.9612,67.545,NOVAYA-ZEMLYA-NORTH,68.321,83.191,10,1,17.08,SUNLIT,0.44,0.965,70.09,0.0177,-49.22,0.0112,VALID,2BDFB375EB143D88,GS-CHARLIE-3,PRIORITY
IMG-000476,2026-01-23 09:01:00,2026-01-23 09:01:00,2026-01-23 09:14:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8237,125.2847,NSR-WAYPOINT-CHARLIE,126.493,86.64,9,1,8.24,SUNLIT,0.47,0.942,75.6,0.024,-51.63,0.004,VALID,6FB872D7411D8D0B,GS-BRAVO-2,SCHEDULED
IMG-000477,2026-01-23 09:05:00,2026-01-23 09:05:00,2026-01-23 09:49:00,SENTINEL-9,EO-PRIMARY,STARING,77.4105,45.1909,NSR-WAYPOINT-ECHO,44.574,83.495,9,1,14.92,SUNLIT,0.45,0.958,63.27,0.0167,-51.5,0.0161,VALID,B693369E9106EAD4,GS-ALPHA-1,SCHEDULED
IMG-000478,2026-01-23 09:10:00,2026-01-23 09:10:00,2026-01-23 09:41:00,SENTINEL-9,EO-PRIMARY,STARING,77.3976,45.2092,NSR-WAYPOINT-ECHO,46.761,82.684,7,1,7.26,SUNLIT,0.49,0.965,52.25,0.0384,-49.12,0.0051,VALID,6163553AFFB1A28C,GS-DELTA-4,PRIORITY
IMG-000479,2026-01-23 09:13:00,2026-01-23 09:13:00,2026-01-23 09:57:00,SENTINEL-9,EO-PRIMARY,STARING,76.1687,96.7048,NSR-WAYPOINT-BRAVO,96.292,84.52,6,2,21.33,SUNLIT,0.48,0.956,45.4,0.037,-50.52,0.0046,VALID,85AF6660A1ACC0AC,GS-CHARLIE-3,SCHEDULED
IMG-000480,2026-01-23 09:18:00,2026-01-23 09:18:00,2026-01-23 10:00:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.1279,52.7662,FRANZ-JOSEF-LAND,52.222,80.308,9,2,5.7,SUNLIT,0.4,0.97,67.95,0.0187,-49.45,0.0177,VALID,1EE2197251E1092E,GS-BRAVO-2,SCHEDULED
IMG-000481,2026-01-23 09:21:00,2026-01-23 09:21:00,2026-01-23 09:44:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.0939,52.7507,FRANZ-JOSEF-LAND,52.096,79.575,9,2,11.74,SUNLIT,0.37,0.976,71.5,0.0298,-48.17,0.0024,VALID,D4ACCB0FF8153CF9,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000482,2026-01-23 09:26:00,2026-01-23 09:26:00,2026-01-23 10:08:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,71.6236,150.1872,NSR-WAYPOINT-DELTA,151.753,88.734,9,2,12.38,SUNLIT,0.33,0.967,68.71,0.0355,-51.04,0.0053,VALID,4069FAD88703F621,GS-DELTA-4,OPPORTUNISTIC
IMG-000483,2026-01-23 09:30:00,2026-01-23 09:30:00,2026-01-23 10:06:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.2053,96.7003,NSR-WAYPOINT-BRAVO,97.878,83.438,9,1,15.98,SUNLIT,0.41,0.936,45.17,0.0384,-51.41,0.0154,VALID,002241E08C7E3036,GS-BRAVO-2,SCHEDULED
IMG-000484,2026-01-23 09:34:00,2026-01-23 09:34:00,2026-01-23 10:04:00,SENTINEL-9,EO-PRIMARY,STARING,73.8079,125.3314,NSR-WAYPOINT-CHARLIE,124.619,86.839,7,2,12.83,SUNLIT,0.39,0.974,73.28,0.035,-49.82,0.0012,VALID,743687561187B777,GS-ALPHA-1,OPPORTUNISTIC
IMG-000485,2026-01-23 09:37:00,2026-01-23 09:37:00,2026-01-23 09:58:00,SENTINEL-9,EO-PRIMARY,STARING,76.2151,96.7155,NSR-WAYPOINT-BRAVO,95.275,83.795,9,1,14.71,SUNLIT,0.46,0.953,77.53,0.0489,-50.81,0.0057,VALID,97DA908110B5FB63,GS-BRAVO-2,SCHEDULED
IMG-000486,2026-01-23 09:42:00,2026-01-23 09:42:00,2026-01-23 10:00:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.4529,45.1489,NSR-WAYPOINT-ECHO,45.427,81.584,9,2,8.6,SUNLIT,0.47,0.968,66.86,0.015,-51.02,0.0039,VALID,812E0656362A0E58,GS-DELTA-4,PRIORITY
IMG-000487,2026-01-23 09:45:00,2026-01-23 09:45:00,2026-01-23 10:09:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,78.2787,15.6085,SVALBARD-MONITOR,15.217,81.91,10,2,19.53,SUNLIT,0.32,0.96,74.22,0.0312,-49.56,0.0126,VALID,D9194F43A08FCCE8,GS-DELTA-4,OPPORTUNISTIC
IMG-000488,2026-01-23 09:49:00,2026-01-23 09:49:00,2026-01-23 10:03:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.1542,52.7092,FRANZ-JOSEF-LAND,51.896,79.733,8,1,22.38,SUNLIT,0.5,0.922,68.72,0.0105,-48.4,0.0083,VALID,F652F74A2DE095AD,GS-CHARLIE-3,PRIORITY
IMG-000489,2026-01-23 09:52:00,2026-01-23 09:52:00,2026-01-23 10:23:00,SENTINEL-9,EO-PRIMARY,STARING,78.1873,15.6302,SVALBARD-MONITOR,15.784,82.767,10,2,19.15,SUNLIT,0.48,0.97,68.72,0.0173,-48.79,0.0082,VALID,F427AE4C4FBB7D63,GS-ALPHA-1,OPPORTUNISTIC
IMG-000490,2026-01-23 09:56:00,2026-01-23 09:56:00,2026-01-23 10:17:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9621,67.5839,NOVAYA-ZEMLYA-NORTH,69.445,82.562,6,1,24.83,SUNLIT,0.38,0.933,46.95,0.0249,-50.31,0.0114,VALID,F3AC40E345C3D032,GS-DELTA-4,OPPORTUNISTIC
IMG-000491,2026-01-23 09:59:00,2026-01-23 09:59:00,2026-01-23 10:28:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.0875,52.714,FRANZ-JOSEF-LAND,51.268,79.731,11,1,19.69,SUNLIT,0.49,0.973,63.64,0.0274,-48.07,0.0171,VALID,7F4E540364F0249A,GS-DELTA-4,SCHEDULED
IMG-000492,2026-01-23 10:04:00,2026-01-23 10:04:00,2026-01-23 10:40:00,SENTINEL-9,EO-PRIMARY,STARING,76.9914,67.5885,NOVAYA-ZEMLYA-NORTH,65.81,83.911,8,2,5.97,SUNLIT,0.38,0.955,58.84,0.0255,-49.48,0.0056,VALID,D224B288D1A57C60,GS-BRAVO-2,SCHEDULED
IMG-000493,2026-01-23 10:08:00,2026-01-23 10:08:00,2026-01-23 10:28:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.1661,52.7534,FRANZ-JOSEF-LAND,51.498,80.808,5,1,22.67,SUNLIT,0.39,0.955,60.46,0.017,-49.28,0.0013,VALID,7B336231A39EBFB4,GS-CHARLIE-3,SCHEDULED
IMG-000494,2026-01-23 10:11:00,2026-01-23 10:11:00,2026-01-23 10:33:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,75.5647,68.428,NSR-WAYPOINT-ALPHA,69.226,84.99,7,1,7.2,SUNLIT,0.37,0.966,83.08,0.0283,-49.15,0.0053,VALID,D7637D14AA55291B,GS-DELTA-4,SCHEDULED
IMG-000495,2026-01-23 10:15:00,2026-01-23 10:15:00,2026-01-23 10:49:00,SENTINEL-9,EO-PRIMARY,STARING,76.9512,67.6211,NOVAYA-ZEMLYA-NORTH,67.798,83.407,5,2,6.24,SUNLIT,0.47,0.922,50.8,0.0384,-49.68,0.0146,VALID,5817041DABCE9DE8,GS-BRAVO-2,SCHEDULED
IMG-000496,2026-01-23 10:20:00,2026-01-23 10:20:00,2026-01-23 10:40:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.4676,45.1827,NSR-WAYPOINT-ECHO,46.21,83.499,9,1,6.81,SUNLIT,0.37,0.929,53.74,0.0351,-49.63,0.0015,VALID,BFA5951646394A75,GS-ALPHA-1,SCHEDULED
IMG-000497,2026-01-23 10:24:00,2026-01-23 10:24:00,2026-01-23 11:05:00,SENTINEL-9,EO-PRIMARY,STARING,73.8249,125.3322,NSR-WAYPOINT-CHARLIE,123.585,85.55,5,1,11.59,SUNLIT,0.4,0.943,84.18,0.0429,-51.22,0.0027,VALID,40C602F04AB8A467,GS-DELTA-4,SCHEDULED
IMG-000498,2026-01-23 10:29:00,2026-01-23 10:29:00,2026-01-23 11:02:00,SENTINEL-9,EO-PRIMARY,STARING,78.275,15.6658,SVALBARD-MONITOR,15.472,82.076,9,2,19.1,SUNLIT,0.5,0.947,59.16,0.0232,-48.78,0.0163,VALID,507EF98DC85A46AF,GS-ALPHA-1,PRIORITY
IMG-000499,2026-01-23 10:33:00,2026-01-23 10:33:00,2026-01-23 11:13:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9856,67.5868,NOVAYA-ZEMLYA-NORTH,67.244,82.837,6,1,24.55,SUNLIT,0.49,0.926,82.24,0.0347,-48.45,0.0129,VALID,D99478DE213AF903,GS-ALPHA-1,PRIORITY
IMG-000500,2026-01-23 10:38:00,2026-01-23 10:38:00,2026-01-23 11:05:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.5346,68.4084,NSR-WAYPOINT-ALPHA,68.652,83.816,9,2,6.09,SUNLIT,0.33,0.968,65.45,0.0457,-49.11,0.003,VALID,B0BA42E47ED8FAC3,GS-ALPHA-1,SCHEDULED
IMG-000501,2026-01-23 10:42:00,2026-01-23 10:42:00,2026-01-23 10:57:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,73.8712,125.3627,NSR-WAYPOINT-CHARLIE,125.781,86.531,5,1,22.06,SUNLIT,0.36,0.95,67.74,0.0259,-51.08,0.0072,VALID,DCF5F4248E0A5827,GS-CHARLIE-3,PRIORITY
IMG-000502,2026-01-23 10:47:00,2026-01-23 10:47:00,2026-01-23 11:29:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8074,125.3036,NSR-WAYPOINT-CHARLIE,124.764,86.265,9,2,23.87,SUNLIT,0.36,0.93,70.92,0.0253,-51.86,0.0148,VALID,D758029FC1B0B67C,GS-ALPHA-1,SCHEDULED
IMG-000503,2026-01-23 10:50:00,2026-01-23 10:50:00,2026-01-23 11:34:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,75.4939,68.4559,NSR-WAYPOINT-ALPHA,68.49,83.914,11,2,9.45,SUNLIT,0.33,0.927,61.43,0.0236,-50.45,0.0165,VALID,433FE6C9A7D990FC,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000504,2026-01-23 10:53:00,2026-01-23 10:53:00,2026-01-23 11:32:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8762,125.2861,NSR-WAYPOINT-CHARLIE,125.926,86.388,6,2,11.45,SUNLIT,0.4,0.952,51.79,0.0138,-50.99,0.003,VALID,A540888B53A769BB,GS-ALPHA-1,SCHEDULED
IMG-000505,2026-01-23 10:57:00,2026-01-23 10:57:00,2026-01-23 11:25:00,SENTINEL-9,EO-PRIMARY,STARING,76.9984,67.588,NOVAYA-ZEMLYA-NORTH,67.326,82.751,8,1,23.48,SUNLIT,0.49,0.922,56.64,0.0127,-50.34,0.0025,VALID,0E590949C820448A,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000506,2026-01-23 11:02:00,2026-01-23 11:02:00,2026-01-23 11:40:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,78.2671,15.6548,SVALBARD-MONITOR,13.857,82.233,10,2,6.43,SUNLIT,0.42,0.946,74.58,0.0374,-50.69,0.0069,VALID,1854A232E4DBF617,GS-DELTA-4,PRIORITY
IMG-000507,2026-01-23 11:05:00,2026-01-23 11:05:00,2026-01-23 11:24:00,SENTINEL-9,EO-PRIMARY,STARING,73.8447,125.3434,NSR-WAYPOINT-CHARLIE,123.555,86.772,5,2,22.09,SUNLIT,0.48,0.957,71.05,0.0458,-49.07,0.0038,VALID,54113FE4548F3537,GS-ALPHA-1,OPPORTUNISTIC
IMG-000508,2026-01-23 11:09:00,2026-01-23 11:09:00,2026-01-23 11:28:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9846,67.5938,NOVAYA-ZEMLYA-NORTH,66.892,82.765,5,2,19.05,SUNLIT,0.3,0.937,76.88,0.0131,-51.57,0.0188,VALID,C92379E0DF20B22E,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000509,2026-01-23 11:12:00,2026-01-23 11:12:00,2026-01-23 11:47:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,73.8975,125.3757,NSR-WAYPOINT-CHARLIE,126.601,86.282,10,2,7.35,SUNLIT,0.43,0.941,47.36,0.033,-49.29,0.0136,VALID,F4DF1A66A774472A,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000510,2026-01-23 11:17:00,2026-01-23 11:17:00,2026-01-23 11:51:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9006,67.5703,NOVAYA-ZEMLYA-NORTH,69.299,82.688,10,2,10.6,SUNLIT,0.4,0.957,50.13,0.0454,-51.7,0.0172,VALID,A2C740D2E1D52021,GS-CHARLIE-3,SCHEDULED
IMG-000511,2026-01-23 11:21:00,2026-01-23 11:21:00,2026-01-23 11:40:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,75.5281,68.4315,NSR-WAYPOINT-ALPHA,67.911,84.831,8,1,12.1,SUNLIT,0.44,0.979,60.65,0.0488,-49.38,0.0053,VALID,0A3AF73A8295ACE1,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000512,2026-01-23 11:26:00,2026-01-23 11:26:00,2026-01-23 12:02:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.5454,68.3979,NSR-WAYPOINT-ALPHA,66.68,85.383,7,1,6.38,SUNLIT,0.43,0.926,64.23,0.0315,-51.38,0.0164,VALID,B0583054B65C3AE6,GS-DELTA-4,OPPORTUNISTIC
IMG-000513,2026-01-23 11:31:00,2026-01-23 11:31:00,2026-01-23 11:48:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.1263,52.7401,FRANZ-JOSEF-LAND,51.141,78.882,5,2,11.64,SUNLIT,0.37,0.955,51.59,0.0269,-50.88,0.018,VALID,785DB8F632058629,GS-CHARLIE-3,SCHEDULED
IMG-000514,2026-01-23 11:36:00,2026-01-23 11:36:00,2026-01-23 11:49:00,SENTINEL-9,EO-PRIMARY,STARING,75.5364,68.3918,NSR-WAYPOINT-ALPHA,69.281,84.06,9,1,22.2,SUNLIT,0.36,0.921,81.81,0.0368,-50.12,0.0093,VALID,2C89B6248D70CB41,GS-DELTA-4,PRIORITY
IMG-000515,2026-01-23 11:39:00,2026-01-23 11:39:00,2026-01-23 12:15:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.9781,67.6131,NOVAYA-ZEMLYA-NORTH,66.79,83.464,8,1,16.77,SUNLIT,0.39,0.939,75.01,0.0217,-48.61,0.02,VALID,DDCD333110937E89,GS-CHARLIE-3,PRIORITY
IMG-000516,2026-01-23 11:43:00,2026-01-23 11:43:00,2026-01-23 12:16:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.4594,45.1768,NSR-WAYPOINT-ECHO,46.446,83.273,9,1,12.23,SUNLIT,0.31,0.966,65.83,0.0378,-49.85,0.0197,VALID,B03EC840E7DF5520,GS-BRAVO-2,PRIORITY
IMG-000517,2026-01-23 11:48:00,2026-01-23 11:48:00,2026-01-23 12:32:00,SENTINEL-9,EO-PRIMARY,STARING,77.397,45.142,NSR-WAYPOINT-ECHO,44.742,82.833,8,1,18.56,SUNLIT,0.42,0.958,67.57,0.0302,-51.62,0.0127,VALID,931C298905527D4E,GS-DELTA-4,SCHEDULED
IMG-000518,2026-01-23 11:51:00,2026-01-23 11:51:00,2026-01-23 12:30:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.0779,52.7126,FRANZ-JOSEF-LAND,52.318,80.646,8,2,20.16,SUNLIT,0.38,0.944,68.46,0.0235,-50.28,0.0106,VALID,8798D3BF33F004E2,GS-ALPHA-1,OPPORTUNISTIC
IMG-000519,2026-01-23 11:56:00,2026-01-23 11:56:00,2026-01-23 12:32:00,SENTINEL-9,EO-PRIMARY,STARING,71.6095,150.1676,NSR-WAYPOINT-DELTA,149.737,87.533,10,1,21.8,SUNLIT,0.32,0.979,74.43,0.0172,-50.3,0.0153,VALID,C87FAC7E4FC1C307,GS-ALPHA-1,OPPORTUNISTIC
IMG-000520,2026-01-23 11:59:00,2026-01-23 11:59:00,2026-01-23 12:31:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.1734,96.7241,NSR-WAYPOINT-BRAVO,96.892,83.766,10,1,11.53,SUNLIT,0.4,0.952,70.51,0.0126,-49.19,0.0112,VALID,0D1FDF807EED8C9E,GS-CHARLIE-3,SCHEDULED
IMG-000521,2026-01-23 12:03:00,2026-01-23 12:03:00,2026-01-23 12:21:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9426,67.6101,NOVAYA-ZEMLYA-NORTH,66.0,82.244,9,1,24.27,SUNLIT,0.31,0.954,60.81,0.0119,-49.09,0.0086,VALID,BC3451181F42FE9A,GS-DELTA-4,PRIORITY
IMG-000522,2026-01-23 12:07:00,2026-01-23 12:07:00,2026-01-23 12:38:00,SENTINEL-9,EO-PRIMARY,STARING,76.9934,67.5527,NOVAYA-ZEMLYA-NORTH,69.398,82.346,8,1,14.05,SUNLIT,0.46,0.943,62.93,0.02,-49.54,0.0165,VALID,A598D4A491D1688F,GS-ALPHA-1,SCHEDULED
IMG-000523,2026-01-23 12:11:00,2026-01-23 12:11:00,2026-01-23 12:21:00,SENTINEL-9,EO-PRIMARY,STARING,73.8247,125.3324,NSR-WAYPOINT-CHARLIE,125.96,85.383,11,1,6.84,SUNLIT,0.38,0.94,52.74,0.034,-49.2,0.0183,VALID,2E1E80318594475C,GS-CHARLIE-3,SCHEDULED
IMG-000524,2026-01-23 12:15:00,2026-01-23 12:15:00,2026-01-23 12:58:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,78.2058,15.6022,SVALBARD-MONITOR,15.538,80.779,11,2,24.19,SUNLIT,0.33,0.939,69.18,0.0366,-51.0,0.0017,VALID,3D19745BC7B48380,GS-ALPHA-1,OPPORTUNISTIC
IMG-000525,2026-01-23 12:20:00,2026-01-23 12:20:00,2026-01-23 13:03:00,SENTINEL-9,EO-PRIMARY,STARING,71.6071,150.197,NSR-WAYPOINT-DELTA,149.331,88.863,7,2,12.37,SUNLIT,0.31,0.974,58.29,0.0262,-48.51,0.0132,VALID,7F84B8C7F9D78816,GS-ALPHA-1,SCHEDULED
IMG-000526,2026-01-23 12:23:00,2026-01-23 12:23:00,2026-01-23 12:54:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,80.1386,52.7181,FRANZ-JOSEF-LAND,51.037,80.073,5,2,5.93,SUNLIT,0.4,0.934,60.29,0.0404,-50.09,0.0041,VALID,1D3DDC478CFC3D2B,GS-BRAVO-2,OPPORTUNISTIC
IMG-000527,2026-01-23 12:27:00,2026-01-23 12:27:00,2026-01-23 12:38:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,78.2083,15.6469,SVALBARD-MONITOR,16.226,82.701,6,1,15.05,SUNLIT,0.43,0.97,68.69,0.0255,-49.09,0.0088,VALID,AF25A89ADF19D7E7,GS-ALPHA-1,PRIORITY
IMG-000528,2026-01-23 12:32:00,2026-01-23 12:32:00,2026-01-23 13:16:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,73.8907,125.2951,NSR-WAYPOINT-CHARLIE,123.821,86.319,6,2,17.69,SUNLIT,0.42,0.94,46.1,0.0217,-51.41,0.0035,VALID,BE31440D974BBBDA,GS-BRAVO-2,PRIORITY
IMG-000529,2026-01-23 12:36:00,2026-01-23 12:36:00,2026-01-23 13:03:00,SENTINEL-9,EO-PRIMARY,STARING,76.9912,67.5688,NOVAYA-ZEMLYA-NORTH,66.859,83.544,11,2,15.05,SUNLIT,0.49,0.975,54.18,0.0113,-48.19,0.0105,VALID,FB9CEB77B3FA6E60,GS-DELTA-4,OPPORTUNISTIC
IMG-000530,2026-01-23 12:40:00,2026-01-23 12:40:00,2026-01-23 13:00:00,SENTINEL-9,EO-PRIMARY,STARING,71.6779,150.236,NSR-WAYPOINT-DELTA,148.948,88.289,7,1,7.66,SUNLIT,0.35,0.968,84.36,0.0471,-48.92,0.0168,VALID,896313244618ABCF,GS-DELTA-4,SCHEDULED
IMG-000531,2026-01-23 12:44:00,2026-01-23 12:44:00,2026-01-23 13:23:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,77.4691,45.207,NSR-WAYPOINT-ECHO,45.184,82.971,7,1,21.88,SUNLIT,0.46,0.94,61.58,0.0446,-50.94,0.0092,VALID,B201A03F8048C433,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000532,2026-01-23 12:47:00,2026-01-23 12:47:00,2026-01-23 12:58:00,SENTINEL-9,EO-PRIMARY,STARING,76.9641,67.5962,NOVAYA-ZEMLYA-NORTH,67.684,82.697,10,2,20.26,SUNLIT,0.4,0.947,75.21,0.0172,-48.34,0.0072,VALID,D3247EEF499E0105,GS-BRAVO-2,PRIORITY
IMG-000533,2026-01-23 12:50:00,2026-01-23 12:50:00,2026-01-23 13:19:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,78.2764,15.6537,SVALBARD-MONITOR,17.304,81.489,8,1,13.68,SUNLIT,0.4,0.942,61.8,0.0278,-49.33,0.0153,VALID,3C368207CC77147B,GS-DELTA-4,SCHEDULED
IMG-000534,2026-01-23 12:53:00,2026-01-23 12:53:00,2026-01-23 13:12:00,SENTINEL-9,EO-PRIMARY,STARING,80.0753,52.756,FRANZ-JOSEF-LAND,51.045,79.881,6,2,6.5,SUNLIT,0.41,0.926,67.61,0.0283,-51.68,0.0143,VALID,98408B11CAE76117,GS-BRAVO-2,PRIORITY
IMG-000535,2026-01-23 12:57:00,2026-01-23 12:57:00,2026-01-23 13:24:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.133,52.7464,FRANZ-JOSEF-LAND,51.164,79.187,8,2,13.08,SUNLIT,0.46,0.932,51.65,0.0187,-48.67,0.0028,VALID,CB1B0DD803ECF5BE,GS-CHARLIE-3,PRIORITY
IMG-000536,2026-01-23 13:02:00,2026-01-23 13:02:00,2026-01-23 13:40:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.1575,96.7431,NSR-WAYPOINT-BRAVO,98.546,84.441,8,1,15.26,SUNLIT,0.4,0.95,70.96,0.0364,-51.98,0.0078,VALID,9B4ECFA623AEA91B,GS-BRAVO-2,PRIORITY
IMG-000537,2026-01-23 13:07:00,2026-01-23 13:07:00,2026-01-23 13:24:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,77.4233,45.2042,NSR-WAYPOINT-ECHO,45.371,82.729,8,1,8.38,SUNLIT,0.36,0.962,80.08,0.0181,-48.45,0.0139,VALID,140F3C6CA7E636AB,GS-BRAVO-2,PRIORITY
IMG-000538,2026-01-23 13:12:00,2026-01-23 13:12:00,2026-01-23 13:49:00,SENTINEL-9,EO-PRIMARY,STARING,71.6682,150.1981,NSR-WAYPOINT-DELTA,148.353,88.72,6,1,12.73,SUNLIT,0.45,0.98,83.68,0.0117,-50.29,0.0135,VALID,03FA2F1E6647E31D,GS-CHARLIE-3,PRIORITY
IMG-000539,2026-01-23 13:16:00,2026-01-23 13:16:00,2026-01-23 13:59:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,76.1385,96.7317,NSR-WAYPOINT-BRAVO,97.033,82.895,6,2,12.99,SUNLIT,0.39,0.98,77.18,0.0242,-48.3,0.0171,VALID,E73406BC09A822CC,GS-DELTA-4,OPPORTUNISTIC
IMG-000540,2026-01-23 13:19:00,2026-01-23 13:19:00,2026-01-23 13:41:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9541,67.6151,NOVAYA-ZEMLYA-NORTH,68.49,83.809,10,2,7.53,SUNLIT,0.48,0.96,68.12,0.0122,-50.23,0.0058,VALID,1F3B1E21780AF549,GS-ALPHA-1,PRIORITY
IMG-000541,2026-01-23 13:24:00,2026-01-23 13:24:00,2026-01-23 13:55:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,76.9518,67.5753,NOVAYA-ZEMLYA-NORTH,69.366,82.386,11,1,21.82,SUNLIT,0.43,0.957,81.7,0.0342,-49.53,0.0079,VALID,80D6B2F3AE557BBF,GS-ALPHA-1,SCHEDULED
IMG-000542,2026-01-23 13:28:00,2026-01-23 13:28:00,2026-01-23 13:43:00,SENTINEL-9,EO-PRIMARY,SPOTLIGHT,80.1167,52.7543,FRANZ-JOSEF-LAND,52.251,80.263,10,2,8.89,SUNLIT,0.49,0.927,69.74,0.0116,-50.88,0.0021,VALID,DD12F6264B23F946,GS-CHARLIE-3,SCHEDULED
IMG-000543,2026-01-23 13:32:00,2026-01-23 13:32:00,2026-01-23 14:12:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,75.5461,68.4175,NSR-WAYPOINT-ALPHA,69.118,84.234,9,1,8.26,SUNLIT,0.37,0.978,54.69,0.0231,-49.09,0.0134,VALID,5F7FB40E677CD463,GS-BRAVO-2,PRIORITY
IMG-000544,2026-01-23 13:37:00,2026-01-23 13:37:00,2026-01-23 14:09:00,SENTINEL-9,EO-PRIMARY,PUSHBROOM,71.6552,150.1759,NSR-WAYPOINT-DELTA,149.776,89.275,6,2,6.83,SUNLIT,0.3,0.93,83.1,0.0448,-48.48,0.0075,VALID,8A9C6C3873B3F24A,GS-CHARLIE-3,OPPORTUNISTIC
IMG-000545,2026-01-23 13:42:00,2026-01-23 13:42:00,2026-01-23 13:55:00,SENTINEL-9,EO-PRIMARY,STARING,73.8157,125.3109,NSR-WAYPOINT-CHARLIE,126.488,85.231,10,1,16.97,SUNLIT,0.39,0.951,68.86,0.0448,-50.6,0.009,VALID,EE6F9AE1954B2C80,GS-ALPHA-1,SCHEDULED
