command_id,timestamp,satellite_id,command_type,source_station_id,source_station_location,operator_id,auth_token_hash,target_lat,target_lon,target_name,priority,response_code,execution_status,execution_duration_ms
CMD-000266,2026-01-22 16:55:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,173AE7C8B82562B9,76.1605,96.705,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,336
CMD-000267,2026-01-22 16:58:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,251CA4C4568CAFDD,76.9025,67.5643,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,340
CMD-000268,2026-01-22 17:01:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,9B8BDDA49B2C6714,76.15,96.7434,NSR-WAYPOINT-BRAVO,PRIORITY,ACK_SUCCESS,EXECUTED,358
CMD-000269,2026-01-22 17:05:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,364FF1AD449A3D53,77.044,67.653,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,345
CMD-000270,2026-01-22 17:08:00,SENTINEL-9,IMAGE_CAPTURE,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,34E8635317B20EF3,71.598,150.1503,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,257
CMD-000271,2026-01-22 17:10:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,E92AD5775338D3EF,71.6371,150.2926,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,463
CMD-000272,2026-01-22 17:14:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,D9896BFF75EA3D57,77.4331,45.1005,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,435
CMD-000273,2026-01-22 17:17:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,DBFDEE3B0154B44F,71.6606,150.1259,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,331
CMD-000274,2026-01-22 17:21:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-RODRIGUEZ,DAD87426B0EA8457,80.1013,52.806,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,379
CMD-000275,2026-01-22 17:25:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,599A2C0B9FEE4198,77.499,45.1753,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,461
CMD-000276,2026-01-22 17:28:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,2D69CD491B8FC475,73.8448,125.2752,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,470
CMD-000277,2026-01-22 17:32:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,51E779931A461EF8,77.5269,45.1218,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,193
CMD-000278,2026-01-22 17:34:00,SENTINEL-9,CALIBRATION,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,C38E0A50D9173B9D,77.4917,45.1436,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,139
CMD-000279,2026-01-22 17:36:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-JENSEN,E473B571C564CE91,80.1277,52.8126,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,361
CMD-000280,2026-01-22 17:40:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,50B2FF5F405D2856,77.4191,45.1776,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,124
CMD-000281,2026-01-22 17:43:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,5627B9E7E3B6AE42,78.2702,15.6831,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,123
CMD-000282,2026-01-22 17:47:00,SENTINEL-9,CALIBRATION,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,921117D2B5BFFD05,75.4998,68.3785,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,53
CMD-000283,2026-01-22 17:49:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,C7D19544D786A68A,76.1554,96.7804,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,110
CMD-000284,2026-01-22 17:53:00,SENTINEL-9,TELEMETRY_REQUEST,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,031F8BCCA0F0DEC4,76.2107,96.6748,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,398
CMD-000285,2026-01-22 17:57:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,074B2B379882BEA3,76.8957,67.4917,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,283
CMD-000286,2026-01-22 17:59:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,46581DE94313E576,77.0408,67.6531,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,295
CMD-000287,2026-01-22 18:03:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,081C9A2467CC0D3C,76.1639,96.7602,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,248
CMD-000288,2026-01-22 18:07:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,F7298BCDF82F0476,76.1537,96.8158,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,147
CMD-000289,2026-01-22 18:10:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,9C8757E01D155147,80.1272,52.7735,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,497
CMD-000290,2026-01-22 18:13:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,E0F7664C9867E6B7,71.6778,150.2827,NSR-WAYPOINT-DELTA,URGENT,ACK_SUCCESS,EXECUTED,173
CMD-000291,2026-01-22 18:15:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,B660BE41F3368CCA,71.7155,150.1508,NSR-WAYPOINT-DELTA,PRIORITY,ACK_SUCCESS,EXECUTED,486
CMD-000292,2026-01-22 18:17:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,8D15A01EF21C3717,76.9303,67.5806,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,452
CMD-000293,2026-01-22 18:19:00,SENTINEL-9,IMAGE_CAPTURE,GS-BRAVO-2,"Fairbanks, Alaska",OP-RODRIGUEZ,3873A781FA9BC2D4,77.3896,45.236,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,56
CMD-000294,2026-01-22 18:22:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,EF2A9389BB47F52B,71.7041,150.1114,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,346
CMD-000295,2026-01-22 18:24:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,DA829A205D3AA916,76.9919,67.6767,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,441
CMD-000296,2026-01-22 18:26:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,12CF7772968B07D6,71.5479,150.1144,NSR-WAYPOINT-DELTA,PRIORITY,ACK_SUCCESS,EXECUTED,234
CMD-000297,2026-01-22 18:28:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,EA825B1B7D37C75F,76.9414,67.5381,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,190
CMD-000298,2026-01-22 18:31:00,SENTINEL-9,ATTITUDE_ADJUST,GS-BRAVO-2,"Fairbanks, Alaska",OP-RODRIGUEZ,60451F415B9039D9,80.1271,52.7254,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,311
CMD-000299,2026-01-22 18:35:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,7F6681D28A7D3BB2,75.6091,68.3414,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,421
CMD-000300,2026-01-22 18:37:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,DE279B5750C3D0B9,78.1586,15.646,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,142
CMD-000301,2026-01-22 18:41:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-JENSEN,6992FBF35E254188,80.1841,52.7085,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,202
CMD-000302,2026-01-22 18:43:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,6DA81A4D19864A35,77.3933,45.0974,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,488
CMD-000303,2026-01-22 18:47:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,188ADB5D0C4CC433,76.9194,67.6388,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,324
CMD-000304,2026-01-22 18:50:00,SENTINEL-9,CALIBRATION,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,1F9977468F988528,80.2121,52.7375,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,480
CMD-000305,2026-01-22 18:53:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,187B2082796E5510,76.8926,67.6534,NOVAYA-ZEMLYA-NORTH,URGENT,ACK_SUCCESS,EXECUTED,130
CMD-000306,2026-01-22 18:55:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,FF8A4D4C694D3D69,71.5658,150.1215,NSR-WAYPOINT-DELTA,PRIORITY,ACK_SUCCESS,EXECUTED,334
CMD-000307,2026-01-22 18:59:00,SENTINEL-9,TELEMETRY_REQUEST,GS-ALPHA-1,"Thule, Greenland",OP-RODRIGUEZ,04EFBEE510D0E9F3,71.5581,150.2436,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,335
CMD-000308,2026-01-22 19:02:00,SENTINEL-9,TELEMETRY_REQUEST,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,F82D0B334E9D4F2F,73.7558,125.2779,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,237
CMD-000309,2026-01-22 19:04:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,D80928100AFE9DCB,73.912,125.2777,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,178
CMD-000310,2026-01-22 19:06:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,293D1266BD16247D,76.8864,67.5826,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,465
CMD-000311,2026-01-22 19:09:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,D2A1480BD718F969,71.6538,150.2836,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,303
CMD-000312,2026-01-22 19:12:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,96E3C77AC433402E,76.9025,67.5962,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,249
CMD-000313,2026-01-22 19:14:00,SENTINEL-9,TELEMETRY_REQUEST,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,884E0C754404B2A6,73.8196,125.4091,NSR-WAYPOINT-CHARLIE,URGENT,ACK_SUCCESS,EXECUTED,458
CMD-000314,2026-01-22 19:18:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,C6DF51E6E97C0A8C,71.5934,150.1339,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,360
CMD-000315,2026-01-22 19:22:00,SENTINEL-9,SAFE_MODE_CHECK,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,26ECA53889D68A3D,76.9131,67.5782,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,227
CMD-000316,2026-01-22 19:26:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,8BCFB24502C6FBFB,78.2859,15.6345,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,66
CMD-000317,2026-01-22 19:28:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-JENSEN,B3446EA337BD03D7,76.9715,67.4977,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,247
CMD-000318,2026-01-22 19:31:00,SENTINEL-9,CONFIG_UPDATE,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,4789AD2A5BE67D93,78.2091,15.6674,SVALBARD-MONITOR,PRIORITY,ACK_SUCCESS,EXECUTED,406
CMD-000319,2026-01-22 19:33:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-TANAKA,56F39ED384B93FC7,80.2107,52.6445,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,225
CMD-000320,2026-01-22 19:36:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,A50F43315054B005,76.9079,67.5278,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,374
CMD-000321,2026-01-22 19:40:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,73EC7FAE43E0E7D4,76.1079,96.7932,NSR-WAYPOINT-BRAVO,PRIORITY,ACK_SUCCESS,EXECUTED,308
CMD-000322,2026-01-22 19:44:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-RODRIGUEZ,758229688FC3A79C,75.4736,68.4164,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,351
CMD-000323,2026-01-22 19:47:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-RODRIGUEZ,F7CFDEEFB2928506,77.3926,45.0922,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,298
CMD-000324,2026-01-22 19:50:00,SENTINEL-9,IMAGE_CAPTURE,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,82E98429FE1C86E1,71.7132,150.1988,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,372
CMD-000325,2026-01-22 19:52:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,52B72AB26C0ECB16,71.6786,150.3075,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,230
CMD-000326,2026-01-22 19:56:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,D21D2AD37A3AEF4E,71.6904,150.2237,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,308
CMD-000327,2026-01-22 19:58:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,99B44F25B00F783E,77.3648,45.1894,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,116
CMD-000328,2026-01-22 20:00:00,SENTINEL-9,TELEMETRY_REQUEST,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,CFB17B5D7AAC9E46,76.912,67.5164,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,490
CMD-000329,2026-01-22 20:02:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,66134F9143805D93,76.1396,96.711,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,456
CMD-000330,2026-01-22 20:06:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,E4E4A9212EE8D977,78.2836,15.5528,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,398
CMD-000331,2026-01-22 20:08:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-MUELLER,A5D1BD6A598E443F,77.4914,45.1304,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,423
CMD-000332,2026-01-22 20:10:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,93891F73C0829119,77.4391,45.1067,NSR-WAYPOINT-ECHO,ROUTINE,ACK_SUCCESS,EXECUTED,131
CMD-000333,2026-01-22 20:12:00,SENTINEL-9,SAFE_MODE_CHECK,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,3CC4E5205610664F,75.5177,68.4348,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,364
CMD-000334,2026-01-22 20:14:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-ALPHA-1,"Thule, Greenland",OP-CHEN,69CC791A90833A11,76.9985,67.6086,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,460
CMD-000335,2026-01-22 20:16:00,SENTINEL-9,CALIBRATION,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,6DAFB5253A8EEFBB,80.0467,52.7073,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,102
CMD-000336,2026-01-22 20:18:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,78B2804AECBA3050,80.075,52.7578,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,309
CMD-000337,2026-01-22 20:22:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,D2820C9ECB020288,73.7549,125.3693,NSR-WAYPOINT-CHARLIE,PRIORITY,ACK_SUCCESS,EXECUTED,70
CMD-000338,2026-01-22 20:24:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,75434C103AFA4B68,76.8684,67.6162,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_SUCCESS,EXECUTED,496
CMD-000339,2026-01-22 20:27:00,SENTINEL-9,CALIBRATION,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,421D5914E0F4DCF5,73.9324,125.3178,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,100
CMD-000340,2026-01-22 20:29:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-BRAVO-2,"Fairbanks, Alaska",OP-MUELLER,22DA2EA303282B54,76.245,96.7917,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,279
CMD-000341,2026-01-22 20:31:00,SENTINEL-9,IMAGE_CAPTURE,GS-ALPHA-1,"Thule, Greenland",OP-KOWALSKI,77B4F7110B2F69B1,76.9551,67.4932,NOVAYA-ZEMLYA-NORTH,URGENT,ACK_SUCCESS,EXECUTED,226
CMD-000342,2026-01-22 20:35:00,SENTINEL-9,CONFIG_UPDATE,GS-CHARLIE-3,"Svalbard, Norway",OP-RODRIGUEZ,80F6C671D7BB19BA,76.2299,96.7599,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,75
CMD-000343,2026-01-22 20:39:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,0C129F1CC64722E2,77.3324,45.1079,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,62
CMD-000344,2026-01-22 20:42:00,SENTINEL-9,CALIBRATION,GS-DELTA-4,"McMurdo, Antarctica",OP-TANAKA,9138270A242FBA36,80.1542,52.7943,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,407
CMD-000345,2026-01-22 20:45:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,7924536D5C8AB9BB,75.4585,68.3504,NSR-WAYPOINT-ALPHA,PRIORITY,ACK_SUCCESS,EXECUTED,496
CMD-000346,2026-01-22 20:49:00,SENTINEL-9,SAFE_MODE_CHECK,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,EC18266495E57627,80.1412,52.7564,FRANZ-JOSEF-LAND,ROUTINE,ACK_SUCCESS,EXECUTED,314
CMD-000347,2026-01-22 20:53:00,SENTINEL-9,IMAGE_CAPTURE,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,B89FE02B6595CD9F,78.1673,15.5676,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,391
CMD-000348,2026-01-22 20:55:00,SENTINEL-9,ATTITUDE_ADJUST,GS-CHARLIE-3,"Svalbard, Norway",OP-CHEN,0808113DBFFAE1BF,76.8598,67.5946,NOVAYA-ZEMLYA-NORTH,PRIORITY,ACK_DELAYED,EXECUTED,274
CMD-000349,2026-01-22 20:59:00,SENTINEL-9,ATTITUDE_ADJUST,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,6DFA39AFB5753138,75.4253,68.477,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,269
CMD-000350,2026-01-22 21:02:00,SENTINEL-9,CONFIG_UPDATE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,5572959B47CAC306,76.9879,67.5368,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,371
CMD-000351,2026-01-22 21:04:00,SENTINEL-9,CONFIG_UPDATE,GS-ALPHA-1,"Thule, Greenland",OP-TANAKA,7B28C4416BC14F17,75.5457,68.3668,NSR-WAYPOINT-ALPHA,ROUTINE,ACK_SUCCESS,EXECUTED,116
CMD-000352,2026-01-22 21:07:00,SENTINEL-9,IMAGE_CAPTURE,GS-BRAVO-2,"Fairbanks, Alaska",OP-RODRIGUEZ,43E0DD247B24024D,77.3442,45.2121,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,199
CMD-000353,2026-01-22 21:09:00,SENTINEL-9,CALIBRATION,GS-ALPHA-1,"Thule, Greenland",OP-MUELLER,6514228004CC2776,71.6028,150.3016,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,154
CMD-000354,2026-01-22 21:13:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-TANAKA,B747AD4AE8909FCF,73.8742,125.2396,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,73
CMD-000355,2026-01-22 21:16:00,SENTINEL-9,TELEMETRY_REQUEST,GS-CHARLIE-3,"Svalbard, Norway",OP-MUELLER,06B2478CDE77FDEA,76.1216,96.7707,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,256
CMD-000356,2026-01-22 21:18:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,33CCA1AC2B45B711,77.001,67.5419,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,446
CMD-000357,2026-01-22 21:20:00,SENTINEL-9,IMAGE_CAPTURE,GS-BRAVO-2,"Fairbanks, Alaska",OP-KOWALSKI,5E63E2DED4427685,73.8209,125.3429,NSR-WAYPOINT-CHARLIE,ROUTINE,ACK_SUCCESS,EXECUTED,308
CMD-000358,2026-01-22 21:24:00,SENTINEL-9,ATTITUDE_ADJUST,GS-DELTA-4,"McMurdo, Antarctica",OP-KOWALSKI,D0DB6B1B0CD53CE0,77.0395,67.5211,NOVAYA-ZEMLYA-NORTH,ROUTINE,ACK_SUCCESS,EXECUTED,465
CMD-000359,2026-01-22 21:28:00,SENTINEL-9,IMAGE_CAPTURE,GS-DELTA-4,"McMurdo, Antarctica",OP-CHEN,CF90993DF6F2964C,71.6754,150.1703,NSR-WAYPOINT-DELTA,ROUTINE,ACK_SUCCESS,EXECUTED,161
CMD-000360,2026-01-22 21:32:00,SENTINEL-9,MAINTENANCE_ROUTINE,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,B29AA13F637C2CD2,78.233,15.6327,SVALBARD-MONITOR,ROUTINE,ACK_SUCCESS,EXECUTED,356
CMD-000361,2026-01-22 21:35:00,SENTINEL-9,TELEMETRY_REQUEST,GS-BRAVO-2,"Fairbanks, Alaska",OP-CHEN,C27D828456B5759A,80.0395,52.6634,FRANZ-JOSEF-LAND,PRIORITY,ACK_SUCCESS,EXECUTED,230
CMD-000362,2026-01-22 21:37:00,SENTINEL-9,SAFE_MODE_CHECK,GS-BRAVO-2,"Fairbanks, Alaska",OP-JENSEN,7BB0E89E6652ED6B,76.1259,96.6637,NSR-WAYPOINT-BRAVO,ROUTINE,ACK_SUCCESS,EXECUTED,96
CMD-000363,2026-01-22 21:41:00,SENTINEL-9,DOWNLINK_SCHEDULE,GS-CHARLIE-3,"Svalbard, Norway",OP-KOWALSKI,E5F16C2441777931,77.5082,45.1939,NSR-WAYPOINT-ECHO,PRIORITY,ACK_SUCCESS,EXECUTED,98
